"corpus","war_wikipedia_2021"
"adami",1
"2170",1
"saltatori",1
"eryphus",1
"erythrocephalus",1
"erythrochiton",1
"adbérbyo",1
"adaptation",1
"salvadora",1
"addams",1
"salátan",1
"es",1
"eryx",1
"2171:65-68.",1
"2171",1
"217-224",1
"2167",1
"1-563",1
"1-50.",1
"samal",1
"samara",1
"samad",1
"sambawan",1
"escapo",1
"escaka",1
"sammy",1
"samoan",1
"escaryus",1
"escosya",1
"samson",1
"adeliinae",1
"addome",1
"2173",1
"samuelson",1
"esfand",1
"esenbeck",1
"sanchis",1
"eskina",1
"ademuzi",1
"adelum",1
"eskosya",1
"eskosyanhon",1
"adephaga",1
"sandwith",1
"eskritor",1
"eskosyo",1
"2174",1
"2173:41-48.",1
"2172",1
"sangaris",1
"esmia",1
"esmeralda",1
"sanguinea",1
"sanjak",1
"sangley",1
"adhetíbo",1
"sanskrit",1
"sanriku",1
"espanolas",1
"santer",1
"adiciones",1
"adiacenti",1
"2177",1
"santillana",1
"santiidae",1
"santosi",1
"espasyo",1
"espanyol-hudeyo",1
"sap",1
"santuwaryo",1
"sapho",1
"sapindaceae",1
"adjectis",1
"2179",1
"2178",1
"2175",1
"163-166",1
"sara",1
"saprosites",1
"sarare",1
"saramín",1
"espektroskopiya",1
"sarcofahrtia",1
"sarbu",1
"sardina",1
"sareen",1
"espéces",1
"espiho",1
"adkison",1
"sarup",1
"sarto",1
"espécies*",1
"espécies,descrições",1
"ado",1
"admirable",1
"sathrophyllia",1
"satilatlas",1
"esqs",1
"sato-okoshi",1
"est-africaines",1
"essostrutha",1
"adobe",1
"2181",1
"2180",1
"sauropodo",1
"saura",1
"sauropsida",1
"estadistika",1
"estación",1
"adolphe",1
"savante",1
"sauter",1
"savelyeva",1
"savi",1
"estadohanon",1
"estaditika",1
"2183",1
"sawyer",1
"estadu",1
"saxena",1
"estatua",1
"estadès",1
"adorno",1
"sayaw",1
"esteban",1
"adrian",1
"estes",1
"estimates",1
"adriano",1
"2185",1
"2184",1
"2182",1
"217–221",1
"1-596.",1
"saõ",1
"scabbardfish",1
"estola",1
"scabripinnis",1
"scale",1
"estratehista",1
"adriatico",1
"scaleworm",1
"scaleless",1
"estudio",1
"estuaryo",1
"adult",1
"2187",1
"scaphiophryne",1
"scandinavian",1
"estádios",1
"scarabaeiden",1
"adventures",1
"aduna",1
"scarabaeitae",1
"scarabaeus",1
"scarabaeini",1
"scarabatermes",1
"scarabs",1
"ethan",1
"2189",1
"2188",1
"2186",1
"scaramozzino",1
"ethelurgus",1
"ethel",1
"scelophysa",1
"sceloporus",1
"etheostoma",1
"aegoschema",1
"scenocharops",1
"schadlichen",1
"etheridge",1
"schaeff",1
"scharff",1
"aellen-strinati",1
"aegyptocitri",1
"aegolipton",1
"schaumburg",1
"etiopia",1
"eti",1
"scheller",1
"etna",1
"etiyopiya",1
"aeolia",1
"schenkia",1
"etnisidad",1
"etniko",1
"schindler",1
"etologia",1
"etnolohista",1
"aeropuerto",1
"2190",1
"219-237",1
"125-134.",1
"schistocerca",1
"schizmohetera",1
"etrusca",1
"schizonychinen",1
"schizotetranychus",1
"euagathis",1
"aeropus",1
"euagrus",1
"eubelidae",1
"aeschniden",1
"eubleekeria",1
"euchalinus",1
"aeschninen-gattung",1
"2192",1
"2191",1
"schmid",1
"eucharidinae",1
"eucharassus",1
"schmitt",1
"euchlora",1
"eucharitidae",1
"aesculapii",1
"schneidewind",1
"euclymeninae",1
"aethecerus",1
"eucosmophora",1
"eudald",1
"aether",1
"2194",1
"2193",1
"163–167",1
"schott",1
"schr",1
"euestola",1
"schraml",1
"eugavialidium",1
"euganei",1
"eudinostigma",1
"eugen",1
"schröt",1
"affecting",1
"eugenio",1
"eugène",1
"affine",1
"2196",1
"2195",1
"schultze",1
"schum",1
"eulachnesia",1
"schumacher",1
"schuster",1
"eulepethidae",1
"affinis",1
"schw",1
"eumastacinae",1
"schwarzenegger",1
"eumenophorinae",1
"afghanus",1
"2198",1
"2197",1
"164-169.",1
"125-135.",1
"125-133",1
"1-132.",1
"1-13.",1
"schweiz",1
"schwenke",1
"eumetrioptera",1
"schwerdtfeger",1
"eunausibius",1
"eumida",1
"afifi",1
"sciaenochromis",1
"scicolone",1
"eunice",1
"euniciens",1
"euniphysa",1
"afrar",1
"afraflacilla",1
"219–233",1
"eupariini",1
"scincid",1
"eupempelus",1
"eupelmidae",1
"euophrys",1
"scissorhandsi",1
"euphesus",1
"euphausiacea",1
"scoloderus",1
"euphoresia",1
"euphorbiae",1
"africain",1
"22(1–2",1
"2199",1
"scomberoides",1
"scombridae",1
"scolopsomorpha",1
"scopa",1
"scopadus",1
"eupomatus",1
"euphorus",1
"scoresbysund",1
"euprosthenops",1
"eupromerini",1
"scorpaenodes",1
"eupteryx",1
"euprosthenopsis",1
"africains(12e",1
"22(4",1
"scovell",1
"scotto",1
"scrobiculatus",1
"scutigeromorpha",1
"eurodistrict",1
"eurasiatisch-australischen",1
"scymninae",1
"scymnobius",1
"eurométropole",1
"scytodes",1
"scytodidae",1
"scythiano",1
"africani",1
"22-28.",1
"22(2",1
"164.",1
"sea-stars",1
"se-china",1
"seamounts",1
"season",1
"europcan",1
"europaeische",1
"seaver",1
"sebastes",1
"seaton",1
"sebert",1
"sechstes",1
"sebennythos",1
"europei",1
"afrikano-amerikano",1
"secondarya",1
"eurybrachiden",1
"eurostat",1
"eurycopidae",1
"eurycope",1
"afro-tropicaux",1
"sedentaria",1
"sediments",1
"euryestola",1
"eurymerus",1
"euryopis",1
"afrogamasellus",1
"afrodacarellus",1
"22.6",1
"22.36",1
"segestrioides",1
"eurysternus",1
"euryprosopus",1
"sei",1
"seidlitz",1
"eurytomid",1
"afrosepsis",1
"seitz",1
"sekii",1
"euschmidtiinae",1
"selangor",1
"eusigalion",1
"eusapia",1
"afromeconema",1
"seleucid",1
"seleucia",1
"seljuq",1
"selor",1
"eusyllidae",1
"eustatius",1
"seltmann",1
"eutardigrada",1
"eusyllinae",1
"sem-studie",1
"semanotus",1
"eutetrapha",1
"221-225.",1
"221-225",1
"220-223.",1
"22.1",1
"164-170",1
"semeistra",1
"semi-aktibo",1
"eutheria",1
"semi-demokratiko",1
"semisuberites",1
"eutichurinae",1
"euthelepus",1
"semra",1
"evagrus",1
"senador",1
"senckenberg",1
"agarwal",1
"agaricales",1
"agapanthini",1
"sendt",1
"senegalese",1
"senckenbergiana",1
"senegalnon",1
"senghor",1
"everglades",1
"agassi",1
"every",1
"evgenii",1
"agata",1
"sentimetro",1
"eviota",1
"evgrafovitch",1
"2219",1
"221.",1
"221-266",1
"sepilyo",1
"september",1
"evodinus",1
"septentrionale",1
"septiyembre",1
"evolução",1
"evippomma",1
"sequences",1
"serambu",1
"sequence",1
"serengeti",1
"sergeev",1
"evseenko",1
"evoxymetopon",1
"agathis",1
"sergiella",1
"ewing",1
"sergiolus",1
"excavarus",1
"agesilau",1
"serija",1
"excelsa",1
"serizawa",1
"serket9",1
"agglomerasyon",1
"agestrata",1
"222.",1
"221–226",1
"221-234",1
"serpent",1
"serpula",1
"serolis",1
"serpulida",1
"serpulids",1
"serpulid",1
"executive",1
"serpulinae",1
"exhibited",1
"exhibentia",1
"serratus",1
"serville,1830",1
"exilis",1
"aglaophamus",1
"223-243",1
"serville,1835",1
"exochus",1
"exodon",1
"exodont",1
"aglipayan",1
"aglipay",1
"session",1
"exothecinae",1
"exogone",1
"settentrionale",1
"setsubun",1
"agonidae",1
"224-227.",1
"223-232",1
"seventeen",1
"exoticeae",1
"exoticae",1
"seychellen",1
"sexcarinata",1
"agosoto",1
"seychellois",1
"expedisyon",1
"expectata",1
"seyrig",1
"expeditiones",1
"agra",1
"agosto16",1
"225,360",1
"expeditionis",1
"experimental",1
"agraeciini",1
"shaji",1
"experto",1
"experimentale",1
"225-228",1
"shankar",1
"shannon",1
"agriacris",1
"shantang",1
"exserohilum",1
"expédition",1
"225-232.",1
"165-172.",1
"165-166.",1
"165,138",1
"1-62",1
"1-133",1
"shaposhnikov",1
"shariff",1
"exterior",1
"sharkey",1
"extraordinata",1
"extinct",1
"extension",1
"sharon",1
"sharpe",1
"exul",1
"shaun",1
"shawnee",1
"eyprepocnemidinae",1
"extreme",1
"225-251",1
"shcherbachev",1
"sheals",1
"ezcurra",1
"f-i",1
"f.(ed",1
"agriculturist",1
"agriculturel",1
"shehata",1
"sheiko",1
"sheehan",1
"shelford",1
"f.h",1
"agrilus",1
"agriidae",1
"226-228",1
"165-370",1
"shenhmar",1
"f.o",1
"shenong",1
"shephardi",1
"shennongjia",1
"agriocnemis",1
"f1",1
"fabbri",1
"agrionidae",1
"fabien",1
"fabio",1
"agriotypus",1
"227-230",1
"227-228.",1
"shin",1
"fabreries",1
"shinto",1
"shionomisaki",1
"fabriciin",1
"agromyzidae",1
"shishi",1
"agronomia",1
"shizuka",1
"fabris",1
"agropecuária",1
"227-257.",1
"227-231.",1
"165.",1
"165-174",1
"short",1
"shorefish",1
"shoto",1
"facultad",1
"factors",1
"facto",1
"shrine",1
"shu-chun",1
"faculty",1
"fagerstr",1
"fahrenheit",1
"aguascalientes",1
"aguado",1
"aguadilla",1
"failla",1
"fahrenheit(mayo",1
"fairbairn",1
"fairbanks",1
"aguriahana",1
"aguesse",1
"sian",1
"faisalabad",1
"agusan",1
"siberian",1
"fako",1
"faith",1
"228-236",1
"228(syn",1
"227.",1
"sibley",1
"siboglinum",1
"falclandica",1
"sicariidae",1
"falesia",1
"fald",1
"falc",1
"siciliane",1
"siciliano",1
"fallax-gruppe",1
"sicydium",1
"sicydiinae",1
"fall",1
"ahn",1
"sideleva",1
"sieben",1
"famiglie",1
"aiello",1
"aia",1
"siebold",1
"sierwald",1
"aigialus",1
"sigalion",1
"famille",1
"ailsa",1
"229-236",1
"229-233",1
"229-232",1
"125–177",1
"125–127",1
"sige",1
"sigismondi",1
"familles",1
"sigler",1
"signalisations",1
"famliy",1
"aircraft",1
"signatus",1
"signgon",1
"signatum",1
"sikh",1
"sigwalt",1
"fanyang",1
"aimé",1
"siklista",1
"farben-",1
"far-eastern",1
"farewell",1
"farlowella",1
"aizarnazabal",1
"airstrip",1
"silsila",1
"silurid",1
"silindriko",1
"silvae",1
"farrugia",1
"akad",1
"229–44",1
"229-260.",1
"silvicultura",1
"simandl",1
"faruk",1
"fasciculata",1
"fascicula",1
"akademija",1
"simmons",1
"simonet",1
"fasciculi",1
"simorrhina",1
"fassbinder",1
"fassari",1
"akazaki",1
"23(1/2",1
"simpsons",1
"fatma",1
"fatimah",1
"sinclair",1
"sindh",1
"fauchaldonuphis",1
"akemenida",1
"faulder",1
"sinensis",1
"akermania",1
"akermaninae",1
"23,10",1
"23(2",1
"23(1",1
"229-240",1
"singgapura",1
"faunistic",1
"fauniques",1
"sinicae",1
"akira",1
"sinirángan",1
"sinisering",1
"faunistische",1
"sinkhole",1
"faustinum",1
"faustino",1
"akiyoshi",1
"akhenaten",1
"sinonimia",1
"fauveliopsis",1
"favre",1
"fay",1
"akkad",1
"akiyoshi-dai",1
"feary",1
"sinozool",1
"akkadnon",1
"features",1
"feb",1
"aktibidad",1
"23-37as",1
"23-28.",1
"23-24",1
"siphlonuridae",1
"sinôpse",1
"sipuncula",1
"sipunculoidea",1
"fechner",1
"febuary",1
"siracusa",1
"sirangan",1
"sir",1
"sirj",1
"sisicottus",1
"fedorov",1
"feddes",1
"23-42.",1
"sistem",1
"fei",1
"sistematico",1
"fel",1
"feizi",1
"akulov",1
"sister",1
"felicis",1
"akysid",1
"sitcom",1
"sitianus",1
"akysidae",1
"23.26",1
"23.",1
"23-37chromosomes",1
"166-167.",1
"166-167",1
"1-623",1
"060",1
"0545s",1
"siton",1
"sive",1
"felt",1
"six-eyed",1
"siyam",1
"felton",1
"feller",1
"siyensya",1
"fenestratus",1
"fenestralis",1
"fenn",1
"fenn.48",1
"al-khāja",1
"al-kassarah",1
"al-haytham",1
"skara",1
"skateboard",1
"fenner",1
"skeels",1
"al-masjid",1
"al-manamah",1
"skeleton",1
"skelley",1
"skeletodes",1
"skiles",1
"fenético",1
"fennoscandian",1
"al-nabawi",1
"230.",1
"230,000",1
"skultor",1
"slavic",1
"ferdawsī",1
"sleumer",1
"fergusson",1
"ferdowsi-ye",1
"alabacares",1
"slobodchikoff",1
"slooff",1
"fermat",1
"fernand",1
"fernanda",1
"alai-pamir-expedition",1
"alacrina",1
"231-235.",1
"slovyano",1
"fernandez",1
"smart",1
"smerinthii",1
"fernandez-perez",1
"alam",1
"smetana",1
"fernholm",1
"fernández-pulpeiro",1
"fernão",1
"alanizus",1
"231-248",1
"231-242.",1
"231-233.",1
"166-176.",1
"smits",1
"smoky",1
"smithursti",1
"snailfish",1
"småland",1
"ferraro",1
"snik",1
"ferrocariles",1
"ferrière",1
"snowboarder",1
"festinger",1
"ferrández",1
"alata",1
"alaskan",1
"soberano",1
"sobrina",1
"festlandkuste",1
"festschr",1
"feudal",1
"albanya",1
"albanian",1
"feuerbach",1
"albanyanon",1
"ficalbia",1
"fg01",1
"231–251",1
"231.",1
"231-265.",1
"sociolohista",1
"socotra",1
"ficus",1
"fichte",1
"fieber(acrid",1
"solanensis",1
"albino",1
"albifrons",1
"solaster",1
"solar",1
"solenoptera",1
"solenodon5",1
"solanum",1
"solheim",1
"solitarius",1
"fig.",1
"sololá",1
"solonaima",1
"albo",1
"albiztur",1
"albirostris",1
"232-",1
"231-255",1
"107syn",1
"somalie",1
"somaliensis",1
"figures",1
"fijian",1
"fiksyon",1
"albolineatus",1
"alboannulatus",1
"sonthonnax",1
"filicium",1
"sophia",1
"filipinas",1
"albrecht",1
"233-238",1
"sor",1
"sorbonne",1
"filistatidae",1
"filiz",1
"sorrento",1
"alchimiella",1
"albuq",1
"filogranula",1
"fils",1
"alcidion",1
"sosyalita",1
"financial",1
"alcock",1
"233.",1
"233-262",1
"233-237",1
"sottogenere",1
"soulion",1
"soto",1
"sourierei",1
"sous-espèces",1
"souq",1
"finnbogason",1
"sous-famille",1
"sous-marines",1
"fiona",1
"south-africa",1
"fir",1
"finnlands",1
"alcune",1
"south-ost",1
"firdousi",1
"firdawsi",1
"firefly",1
"fireflies",1
"aldehido",1
"firenze",1
"spaak",1
"spacing",1
"sp.nov",1
"alder",1
"234-244",1
"233considers",1
"108(11):456-459",1
"spandex",1
"fischkunde",1
"fischeri",1
"sparna",1
"sparrow",1
"sparks",1
"alectona",1
"fisheri",1
"spec.nov",1
"alegia",1
"speciation",1
"fishfly",1
"235-238.",1
"235-237",1
"fitatsia",1
"fisk",1
"speciesque",1
"specificium",1
"fitton",1
"235-249.",1
"spectrum",1
"spectabile",1
"fitzinger",1
"spegazzini",1
"aleman-amerikano",1
"235–276",1
"167-170",1
"126–129",1
"spelaean",1
"spelaeological",1
"spekuli",1
"spelled",1
"flasarova",1
"flagelômeros",1
"aleman-marxisto",1
"sperma",1
"flat",1
"flashes",1
"spetsbergiae",1
"sphaerionillum",1
"flatfish",1
"alentejo",1
"236-251.",1
"flattened",1
"flavia",1
"alert",1
"flavicornis",1
"sphaeropomatus",1
"alessandro",1
"236:170",1
"sphagoeme",1
"flavus-bidentatus",1
"flavius",1
"sphenostethus",1
"fleas",1
"aleutians",1
"167-174.",1
"167-171.",1
"108(5):212-216",1
"1-66.",1
"1-66",1
"flegreos",1
"fleischer",1
"alexandra",1
"fleming",1
"fletcher",1
"alexandrae",1
"237-239",1
"flevit",1
"flickr",1
"alexandre",1
"spinoza",1
"spintheridae",1
"flightless",1
"237-241",1
"167-176",1
"spiochaetopterus",1
"floccosa",1
"alexandriano-griyego",1
"flock",1
"floder",1
"alexandrivna",1
"237-241.",1
"spirorbis",1
"spitsbergen",1
"florens",1
"florentina",1
"flores",1
"alexandrovich",1
"alexandros",1
"167-177",1
"127-132.",1
"splendens",1
"splendida",1
"floria",1
"spondyliaspidine",1
"floridana",1
"floridablanca",1
"alexandrovitch",1
"florissant",1
"flosculariacea",1
"aleyrodidae",1
"flotilya",1
"fluda",1
"alf",1
"238.",1
"238-243",1
"spreadsheet",1
"flying",1
"fluorine",1
"spruce",1
"fm2",1
"fm1",1
"alfonso",1
"sq",1
"foenomorph",1
"foddai",1
"squirrelfish",1
"sri-gupta",1
"alga",1
"alfreð",1
"239-244",1
"167-209",1
"108,889",1
"sseliwanoff",1
"srinivasa",1
"staatlichen",1
"fonbressin",1
"staatssammlung",1
"fontella",1
"algerian",1
"staff",1
"foord",1
"fontes",1
"239-264",1
"239-250",1
"stallone",1
"staleochlora",1
"standard",1
"forcipomyia",1
"foraminifera",1
"football",1
"staples",1
"stapledon",1
"stark",1
"stargazer",1
"forests",1
"23:54",1
"127-135",1
"starmer",1
"form",1
"forlag",1
"forma",1
"staticobium",1
"alhagananthan",1
"algériens",1
"staubach",1
"formas",1
"formaldehyde",1
"formation",1
"forme",1
"alhebranon",1
"alhebra",1
"23–43",1
"steenstrupia",1
"stefan",1
"formen",1
"stefanov",1
"stefka",1
"ali",1
"alherya",1
"stegosaurus",1
"stein",1
"formiciform",1
"steindachner",1
"steinke",1
"forming",1
"24-25",1
"24(7",1
"127-136",1
"108-142.",1
"1-667",1
"steirastoma",1
"formosa-collection",1
"formosa-ausbeute",1
"stellio",1
"formosatettix",1
"formosanus",1
"aliciae",1
"stenaelurillus",1
"stenasellidae",1
"formose",1
"formosus",1
"formula",1
"aliis",1
"aligherus",1
"24-27",1
"stenocercus",1
"stenodontes",1
"fornicia",1
"forsch",1
"forschungsinstitut",1
"alipes",1
"alimentaria",1
"stenotabanus",1
"stephanie",1
"stenosphenus",1
"stephanopis",1
"stephensen",1
"aliqua",1
"alippi",1
"24-30",1
"24-26.",1
"stereomerus",1
"stereopalpus",1
"steppes",1
"sternaspis",1
"foster",1
"fossores",1
"fosberg",1
"steud",1
"foucault",1
"fouad",1
"stewart",1
"founder",1
"alkano",1
"aliwan",1
"sthenelanella",1
"stichaeidae",1
"fourche",1
"stictopleurus",1
"fourteen",1
"alkimiko",1
"alkeno",1
"stiptopodius",1
"stimpson)from",1
"stoev",1
"stokes",1
"alla",1
"alkiza",1
"241-245",1
"24.85",1
"127-166",1
"stoneflies",1
"stomiidae",1
"stoumboudi",1
"stossel",1
"fragilis",1
"stout",1
"straminula",1
"franc",1
"strasbourg-ortenau",1
"francais",1
"allegheny",1
"allactoneura",1
"stratovolcano",1
"stratobulkan",1
"straussi",1
"stravinsky",1
"straughan",1
"francaises",1
"streblocera",1
"francesi",1
"alligators",1
"franchise",1
"stricto",1
"allioni",1
"242-245.",1
"242,089",1
"241-251.",1
"strip",1
"francisci",1
"franciscano",1
"strunkova",1
"struwe",1
"franco",1
"allman",1
"franco-thai",1
"franco-swizo",1
"studemann",1
"alloporis",1
"allocapnia",1
"allison",1
"studii",1
"frankfurt",1
"frankismo",1
"sturgeons",1
"allotrochosina",1
"allothele",1
"stuttgart):500",1
"stygobitic",1
"franses-amerikano",1
"franses-thai",1
"fransesa",1
"allurus",1
"alluaud",1
"243-259.",1
"242-256",1
"168-171",1
"1-670",1
"1-14",1
"1-136.",1
"sub-antarctic",1
"styposis",1
"sub-atomika",1
"sub-species",1
"františek",1
"frantisek",1
"subatomiko",1
"franz-josephland",1
"franz-joseph-land",1
"subdivisão",1
"français",1
"franzen",1
"almiriensis",1
"almeida",1
"subfamília",1
"subfamiliae",1
"subg",1
"françois-xavier",1
"almond",1
"subkontinente",1
"fras",1
"fraternus-",1
"frayles",1
"alois",1
"alnus",1
"almodóvar",1
"allyn",1
"subsídios",1
"subtilis",1
"substruktura",1
"succinctus",1
"subulata",1
"frederica",1
"sud-indien",1
"sudafricana",1
"sud-est",1
"freeman",1
"freeport",1
"alopecosa",1
"alonso",1
"alojz",1
"sudmoon",1
"frege",1
"sudwest-australiens",1
"alos",1
"alophosternum",1
"suedostalpine",1
"fresh",1
"aloysius",1
"fresh-water",1
"freshw",1
"alpenlandischer",1
"245-252",1
"245-251.",1
"245-248",1
"244-246",1
"sugbóng",1
"freshwaterresearch",1
"fretey",1
"fresnel",1
"alphanius",1
"suh",1
"suharto",1
"sugonyaev",1
"fricke",1
"friday",1
"alphonsea",1
"alphonse",1
"alpes",1
"sukol",1
"friel",1
"fries",1
"frigga",1
"alpi",1
"alphus",1
"fritzi",1
"frioriksson",1
"fro",1
"frog",1
"alston",1
"alpinus",1
"245-263",1
"245-254.",1
"sulpiz",1
"frogfish",1
"sultanate",1
"altai",1
"suma",1
"sumalá",1
"front",1
"frontera",1
"frouin",1
"altamira",1
"altais",1
"245.",1
"sumbawa",1
"summerell",1
"frozen",1
"summerfruit",1
"sumunod",1
"fructose",1
"alte",1
"fruhstorferi",1
"fruit",1
"alternocirrus",1
"frumentarius",1
"sungay",1
"alterus",1
"245–249",1
"245.34",1
"245-265",1
"245-253",1
"244,603.",1
"sungei",1
"sunni",1
"fry",1
"sunod-sunod",1
"suong",1
"frères:paris",1
"althepus",1
"superhigante",1
"fucata",1
"fua",1
"supot",1
"altiplano",1
"altiero",1
"althea",1
"supplementaires",1
"supplementum",1
"fuhn",1
"supply",1
"altitud",1
"sur""(mutya",1
"fukasawana",1
"fujiwara",1
"fukuhara",1
"fukushima",1
"altzaga",1
"altitude",1
"2465",1
"246-250",1
"surudlang",1
"surusayo",1
"fulgorid",1
"survivor",1
"sustanya",1
"fulgorinorum",1
"alumpingíg",1
"suta",1
"suturalis",1
"susumaton",1
"suzuki",1
"suwanph",1
"fulgoroid",1
"altzo",1
"svampe",1
"svecia",1
"fulva",1
"sven",1
"funde",1
"fund",1
"fultz",1
"svyaschennaya",1
"funf",1
"funebris",1
"swedberg",1
"swedenborg",1
"fung",1
"alwin",1
"alverson",1
"247-250",1
"246-247.",1
"swediko",1
"funiu",1
"fungivorous",1
"swimming",1
"funnel-web",1
"alysiides",1
"alysia",1
"syan",1
"syantista",1
"sychnostigma",1
"furnier",1
"alysiinen",1
"247.",1
"sydow",1
"fusiformis",1
"futbol",1
"fusilier",1
"fuscus",1
"symbionts",1
"symbiotic",1
"sylvia",1
"symbola",1
"fwcrabs",1
"fuzhouensis",1
"amanita",1
"alós",1
"247-256",1
"symphya",1
"fyodorovich",1
"fyodor",1
"fédération",1
"sympleurotis",1
"amanpour",1
"amano",1
"synagelides",1
"sympycnus",1
"synapsida",1
"förster",1
"amapaensia",1
"249-255",1
"249-254",1
"synelmis",1
"syngas",1
"syne",1
"synodontidae",1
"synodontis",1
"g-h",1
"amateur",1
"g.&",1
"g.",1
"synonymique",1
"g.a.m",1
"amaurobioidea",1
"249-257.",1
"249-256",1
"169.",1
"169-197",1
"169-171",1
"168.",1
"syntarsus",1
"g.b",1
"syntretomorpha",1
"syracuse",1
"synthemistidae",1
"amaurobius",1
"syrie",1
"syritta",1
"syrian",1
"syst",1
"g.f",1
"g.d.f",1
"249-436",1
"systematice",1
"system",1
"systematique",1
"g.j.de",1
"amazonensis",1
"amazonas",1
"sytin",1
"g.k",1
"syudad-estado",1
"g.m.r",1
"amazonic",1
"24:55-75.",1
"249–257",1
"249-278",1
"szetschwan",1
"g.o",1
"szombathy",1
"szpila",1
"szoecsi",1
"ambani",1
"sápmi",1
"székesfehérvár–pusztaszabolcs",1
"séamas",1
"sällskapets",1
"ambao",1
"amazonica",1
"sédar",1
"sédentaire",1
"ga",1
"séria",1
"sérus",1
"gab-i",1
"amblycipitid",1
"sônia",1
"süd-angola",1
"gabor",1
"südamerikanische",1
"gabuniini",1
"gabriele",1
"ambrogio",1
"amblikud",1
"25(proposed",1
"128.",1
"südlichen",1
"süsswassertardigraden",1
"gadamer",1
"sūn",1
"t''ien-mu",1
"gadek",1
"amedeo",1
"t.3",1
"gadya",1
"gadp",1
"t.durand",1
"gagmay",1
"gaetano",1
"amenhotep",1
"ambulyx",1
"t.p",1
"t.m",1
"t.r",1
"gail",1
"gahom",1
"gagnep",1
"tabacaru",1
"taal",1
"tabacarui",1
"gaius",1
"gair",1
"25-27.",1
"25-26(type",1
"25-26",1
"tablas",1
"tabi",1
"tabok-han-dagat",1
"tabular",1
"galaktiko",1
"americanum",1
"tacocha",1
"tachyusa",1
"galendromimus",1
"gales",1
"americcan",1
"americanus",1
"americanos",1
"tadumia",1
"tadzhikistoi",1
"galil",1
"taeger",1
"taejo",1
"galilei",1
"amerigo",1
"taeniatus",1
"gall-hellenica",1
"gall",1
"tafaia",1
"gallissian",1
"gallieniellidae",1
"amerikan",1
"25-43.",1
"25-28.",1
"25,6371",1
"1-75",1
"tagapag-juliano",1
"tagapagpabuhat",1
"gallon",1
"taglayâ",1
"tagsa",1
"galois",1
"gallois",1
"tagum",1
"galvagni",1
"galon",1
"galvani",1
"gam",1
"amerinana",1
"amerikano-canadnon",1
"25-50",1
"taiwanensis",1
"gama",1
"taiwanes",1
"gamasina",1
"gamasida",1
"amide",1
"takahide",1
"gamasomorphinae",1
"takecallis",1
"gambles",1
"amihan-butnga",1
"250-253",1
"16°42''amihanan",1
"gameto",1
"games",1
"gamisans",1
"takop",1
"amihanan-katundad",1
"amihanan-kabutngaan",1
"taktak",1
"gamo",1
"gammaridea",1
"talayan",1
"ganapathi",1
"gampsocleis",1
"251-270.",1
"251-264",1
"talingáran",1
"talleyrand-périgord",1
"ganesan",1
"tamahori",1
"tamara",1
"gange",1
"gandhi",1
"tamaricella",1
"tambalagam",1
"gangnam",1
"tamili",1
"gansu",1
"amitai",1
"amischa",1
"amine",1
"17):1—127",1
"1282:59-68.",1
"tanaidacea",1
"gapas",1
"gao",1
"tandag",1
"ammodytes",1
"amlbyseius",1
"garcia-neto",1
"garcia",1
"tanjung",1
"tanke",1
"garcía",1
"ammodytidae",1
"252.",1
"tansania",1
"tanum",1
"gardenzio",1
"tanusia",1
"tanzanian",1
"gardn",1
"ammotrypane",1
"taparella",1
"tao",1
"tapeinosomus",1
"taphorn",1
"tape",1
"garfit",1
"253-258.",1
"252,011",1
"tara",1
"garibius",1
"garhwal",1
"garland",1
"garman",1
"amos",1
"amoret",1
"tard",1
"garraffoni",1
"garmendia",1
"tarsalis",1
"tarsus-labeled",1
"garrido",1
"ampatuan",1
"253–264",1
"tasmania",1
"tassonomia",1
"tasddei",1
"garyi",1
"garwood",1
"garrigue",1
"tattersalli",1
"tau",1
"gas",1
"taurus",1
"gasterocercodes",1
"gassmann",1
"amphelictus",1
"amperahe",1
"17-21",1
"17-19",1
"1088.",1
"1-142",1
"0758.",1
"0757.",1
"-ii",1
"tawagon",1
"gasterosteiform",1
"gasteropelecidae",1
"gaston",1
"gastropoda",1
"amphibiotica",1
